ip_id,prob1
6364,0.03849255
6367,0.036988307
6368,0.08463862
6369,0.036988307
6370,0.036988307
6371,0.19146895
6376,0.036988307
6378,0.07370729
6379,0.08463862
6381,0.07370729
6382,0.036988307
6383,0.07370729
6384,0.07370729
6385,0.036988307
6386,0.07370729
6387,0.036988307
6394,0.07370729
6398,0.07370729
6400,0.07370729
6401,0.03849255
6402,0.03849255
6405,0.5062756
6407,0.036988307
6408,0.07370729
6409,0.036988307
6410,0.07370729
6411,0.03849255
6412,0.036988307
6413,0.036988307
6414,0.036988307
6416,0.07370729
6417,0.036988307
6419,0.036988307
6420,0.036988307
6423,0.036988307
6425,0.07370729
6429,0.07370729
6431,0.036988307
6432,0.06070069
6433,0.036988307
6435,0.29389355
6436,0.08463862
6437,0.07370729
6438,0.03849255
6440,0.03849255
6441,0.036988307
6442,0.036988307
6446,0.36333716
6447,0.08463862
6449,0.036988307
6450,0.036988307
6451,0.07370729
6452,0.07370729
6455,0.07370729
6456,0.03849255
6459,0.036988307
6460,0.07370729
6461,0.07370729
6462,0.19146895
6463,0.07370729
6464,0.07370729
6465,0.03849255
6466,0.07370729
6467,0.07370729
6468,0.07370729
6470,0.03849255
6471,0.036988307
6472,0.07370729
6473,0.07370729
6474,0.07370729
6475,0.036988307
6476,0.036988307
6478,0.036988307
6479,0.19146895
6480,0.07370729
6481,0.036988307
6482,0.07370729
6483,0.07370729
6484,0.07370729
6487,0.07370729
6488,0.07370729
6489,0.036988307
6490,0.08463862
6491,0.036988307
6492,0.036988307
6494,0.19146895
6495,0.07370729
6496,0.07370729
6497,0.036988307
6500,0.036988307
6501,0.03849255
6502,0.03849255
6506,0.036988307
6507,0.07370729
6508,0.07370729
6509,0.19146895
6512,0.07370729
6513,0.07370729
6514,0.07370729
6515,0.07370729
6516,0.036988307
6517,0.07370729
6518,0.036988307
6519,0.036988307
6520,0.07370729
6521,0.06070069
6522,0.036988307
6523,0.036988307
6524,0.036988307
6525,0.07370729
6526,0.036988307
6530,0.03849255
6531,0.036988307
6533,0.036988307
6535,0.036988307
6536,0.07370729
6538,0.03849255
6539,0.08463862
6540,0.03849255
6542,0.036988307
6543,0.036988307
6544,0.07370729
6545,0.36333716
6547,0.03849255
6549,0.07370729
6550,0.08463862
6551,0.036988307
6552,0.036988307
6553,0.036988307
6555,0.07370729
6556,0.07370729
6558,0.07370729
6559,0.36333716
6560,0.03849255
6561,0.03849255
6562,0.07370729
6563,0.036988307
6566,0.08463862
6569,0.07370729
6570,0.07370729
6571,0.07370729
6572,0.07370729
6573,0.08463862
6575,0.036988307
6576,0.036988307
6577,0.036988307
6579,0.036988307
6580,0.19146895
6584,0.08463862
6586,0.07370729
6588,0.036988307
6590,0.036988307
6591,0.07370729
6593,0.07370729
6594,0.03849255
6595,0.03849255
6597,0.07370729
6598,0.03849255
6600,0.07370729
6607,0.07370729
6610,0.03849255
6613,0.036988307
6614,0.036988307
6615,0.07370729
6616,0.07370729
6617,0.07370729
6618,0.036988307
6620,0.07370729
6621,0.036988307
6623,0.036988307
6624,0.07370729
6625,0.036988307
6626,0.036988307
6627,0.19146895
6628,0.036988307
6630,0.08463862
6632,0.036988307
6633,0.036988307
6634,0.03849255
6635,0.03849255
6636,0.08463862
6638,0.036988307
6640,0.08463862
6642,0.07370729
6643,0.07370729
6644,0.07370729
6647,0.03849255
6648,0.07370729
6649,0.036988307
6652,0.036988307
6654,0.07370729
6655,0.03849255
6656,0.036988307
6657,0.036988307
6660,0.06070069
6661,0.07370729
6662,0.036988307
6665,0.07370729
6667,0.036988307
6670,0.08463862
6671,0.07370729
6673,0.07370729
6674,0.036988307
6675,0.08463862
6676,0.07370729
6677,0.07370729
6679,0.03849255
6680,0.036988307
6682,0.19146895
6684,0.036988307
6685,0.07370729
6688,0.036988307
6689,0.1401243
6691,0.08463862
6692,0.036988307
6693,0.036988307
6694,0.036988307
6695,0.19146895
6697,0.08463862
6698,0.036988307
6699,0.036988307
6700,0.036988307
6701,0.07370729
6702,0.07370729
6703,0.06070069
6704,0.036988307
6705,0.036988307
6707,0.036988307
6708,0.036988307
6709,0.07370729
6714,0.07370729
6715,0.1401243
6716,0.08463862
6717,0.03849255
6718,0.036988307
6721,0.036988307
6723,0.036988307
6725,0.06070069
6726,0.036988307
6731,0.036988307
6732,0.07370729
6738,0.036988307
6739,0.036988307
6742,0.07370729
6743,0.36333716
6746,0.036988307
6747,0.07370729
6748,0.036988307
6749,0.036988307
6751,0.036988307
6753,0.07370729
6754,0.03849255
6757,0.036988307
6758,0.07370729
6759,0.07370729
6760,0.07370729
6761,0.036988307
6762,0.07370729
6764,0.036988307
6765,0.08463862
6767,0.07370729
6768,0.036988307
6770,0.07370729
6771,0.07370729
6774,0.07370729
6775,0.07370729
6777,0.036988307
6778,0.03849255
6779,0.07370729
6780,0.036988307
6781,0.07370729
6782,0.07370729
6784,0.036988307
6785,0.07370729
6786,0.07370729
6787,0.036988307
6788,0.07370729
6791,0.07370729
6792,0.036988307
6793,0.036988307
6794,0.036988307
6795,0.19146895
6796,0.036988307
6797,0.08463862
6800,0.036988307
6801,0.5289158
6802,0.036988307
6803,0.07370729
6804,0.07370729
6805,0.036988307
6806,0.08463862
6807,0.06070069
6808,0.03849255
6809,0.036988307
6814,0.036988307
6815,0.07370729
6816,0.07370729
6817,0.036988307
6818,0.07370729
6819,0.07370729
6820,0.07370729
6821,0.036988307
6822,0.03849255
6826,0.036988307
6829,0.036988307
6830,0.07370729
6831,0.036988307
6834,0.036988307
6835,0.07370729
6836,0.07370729
6838,0.07370729
6840,0.07370729
6841,0.036988307
6842,0.08463862
6846,0.036988307
6848,0.036988307
6849,0.07370729
6850,0.036988307
6851,0.036988307
6853,0.07370729
6854,0.036988307
6855,0.036988307
6856,0.07370729
6857,0.036988307
6858,0.07370729
6859,0.036988307
6861,0.036988307
6862,0.036988307
6864,0.08463862
6866,0.03849255
6868,0.03849255
6869,0.08463862
6870,0.036988307
6871,0.036988307
6872,0.19146895
6876,0.036988307
6877,0.036988307
6878,0.036988307
6879,0.07370729
6880,0.03849255
6883,0.07370729
6884,0.03849255
6885,0.036988307
6886,0.07370729
6887,0.036988307
6888,0.08463862
6890,0.036988307
6891,0.06070069
6893,0.06070069
6897,0.03849255
6899,0.036988307
6900,0.03849255
6905,0.036988307
6906,0.07370729
6907,0.07370729
6908,0.07370729
6909,0.03849255
6910,0.07370729
6912,0.07370729
6913,0.036988307
6915,0.07370729
6916,0.07370729
6917,0.07370729
6918,0.036988307
6919,0.036988307
6922,0.03849255
6923,0.03849255
6924,0.036988307
6925,0.19146895
6926,0.036988307
6927,0.07370729
6929,0.19146895
6930,0.036988307
6931,0.08463862
6932,0.08463862
6933,0.08463862
6934,0.07370729
6935,0.07370729
6936,0.036988307
6938,0.06070069
6939,0.07370729
6940,0.08463862
6942,0.07370729
6944,0.07370729
6946,0.036988307
6948,0.03849255
6949,0.08463862
6950,0.06070069
6951,0.036988307
6954,0.036988307
6955,0.036988307
6957,0.036988307
6958,0.08463862
6959,0.036988307
6960,0.03849255
6962,0.06070069
6963,0.07370729
6964,0.036988307
6967,0.07370729
6970,0.036988307
6971,0.036988307
6973,0.07370729
6976,0.07370729
6977,0.036988307
6978,0.036988307
6979,0.07370729
6980,0.07370729
6981,0.036988307
6985,0.036988307
6986,0.036988307
6987,0.036988307
6988,0.07370729
6991,0.036988307
6993,0.07370729
6995,0.07370729
6997,0.07370729
6998,0.036988307
6999,0.036988307
7000,0.07370729
7003,0.036988307
7006,0.1401243
7007,0.08463862
7008,0.07370729
7009,0.07370729
7010,0.036988307
7012,0.07370729
7013,0.19146895
7014,0.07370729
7015,0.036988307
7016,0.07370729
7017,0.19146895
7018,0.08463862
7019,0.036988307
7021,0.07370729
7022,0.036988307
7024,0.036988307
7025,0.03849255
7026,0.036988307
7027,0.07370729
7028,0.07370729
7029,0.07370729
7033,0.07370729
7034,0.036988307
7036,0.07370729
7041,0.036988307
7042,0.036988307
7043,0.07370729
7046,0.07370729
7047,0.07370729
7048,0.07370729
7049,0.07370729
7052,0.07370729
7055,0.036988307
7056,0.07370729
7058,0.07370729
7059,0.036988307
7060,0.07370729
7062,0.03849255
7064,0.036988307
7065,0.036988307
7066,0.03849255
7067,0.03849255
7070,0.07370729
7071,0.07370729
7073,0.036988307
7074,0.06070069
7075,0.07370729
7082,0.036988307
7083,0.08463862
7084,0.036988307
7085,0.036988307
7086,0.07370729
7087,0.036988307
7090,0.03849255
7092,0.07370729
7093,0.07370729
7095,0.036988307
7096,0.036988307
7097,0.07370729
7098,0.06070069
7099,0.03849255
7100,0.07370729
7102,0.07370729
7104,0.036988307
7105,0.036988307
7108,0.07370729
7110,0.036988307
7111,0.36333716
7112,0.08463862
7113,0.07370729
7115,0.07370729
7116,0.036988307
7117,0.07370729
7118,0.19146895
7122,0.07370729
7123,0.03849255
7124,0.036988307
7130,0.036988307
7131,0.036988307
7132,0.07370729
7134,0.036988307
7135,0.07370729
7136,0.036988307
7137,0.036988307
7138,0.07370729
7139,0.03849255
7144,0.07370729
7145,0.07370729
7146,0.036988307
7147,0.36333716
7148,0.07370729
7149,0.03849255
7151,0.07370729
7153,0.08463862
7154,0.07370729
7155,0.07370729
7160,0.07370729
7161,0.06070069
7162,0.08463862
7164,0.06070069
7165,0.06070069
7167,0.07370729
7170,0.07370729
7171,0.29389355
7172,0.08463862
7173,0.036988307
7177,0.03849255
7178,0.07370729
7180,0.036988307
7186,0.036988307
7187,0.03849255
7189,0.08463862
7191,0.08463862
7194,0.03849255
7197,0.07370729
7198,0.07370729
7199,0.08463862
7201,0.08463862
7202,0.036988307
7203,0.036988307
7205,0.036988307
7206,0.07370729
7207,0.07370729
7208,0.03849255
7210,0.036988307
7211,0.036988307
7213,0.36333716
7214,0.5289158
7216,0.036988307
7217,0.036988307
7221,0.036988307
7222,0.03849255
7224,0.036988307
7227,0.036988307
7228,0.07370729
7229,0.19146895
